Timestamp,Thumb Flex,Pointer Flex,Middle Flex,Ring Flex,Pinky Flex,Thumb Acc. X,Thumb Acc. Y,Thumb Acc. Z,Thumb Gyro X,Thumb Gyro Y,Thumb Gyro Z,Pointer Acc. X,Pointer Acc. Y,Pointer Acc. Z,Pointer Gyro X,Pointer Gyro Y,Pointer Gyro Z,Middle Acc. X,Middle Acc. Y,Middle Acc. Z,Middle Gyro X,Middle Gyro Y,Middle Gyro Z,Ring Acc. X,Ring Acc. Y,Ring Acc. Z,Ring Gyro X,Ring Gyro Y,Ring Gyro Z,Pinky Acc. X,Pinky Acc. Y,Pinky Acc. Z,Pinky Gyro X,Pinky Gyro Y,Pinky Gyro Z,Wrist Gyro X,Wrist Gyro Y,Wrist Gyro Z,Wrist Acc. X,Wrist Acc. Y,Wrist Acc. Z,Hand
1.945,255,255,255,0,255,-7.90,0.83,6.02,-0.01,0.01,0.00,-8.85,-2.94,3.62,-0.03,-0.00,-0.01,-8.23,-2.13,5.43,0.00,0.02,-0.00,-5.36,-5.32,6.42,0.00,-0.00,0.01,-2.12,-3.50,9.04,-0.02,-0.01,0.01,-0.52,0.08,0.86,-0.31,0.12,0.24,L
1.997,255,255,255,0,255,-7.86,0.79,6.07,-0.01,0.01,0.00,-8.85,-2.92,3.62,-0.02,-0.01,-0.02,-8.19,-2.15,5.41,0.01,0.02,-0.01,-5.36,-5.34,6.45,0.01,-0.01,0.00,-2.10,-3.48,8.94,-0.01,-0.01,0.00,-0.52,0.08,0.86,-0.18,-0.06,0.00,L
2.046,255,255,255,0,255,-7.86,0.81,6.04,0.00,0.01,0.01,-8.90,-2.89,3.62,-0.02,0.00,-0.02,-8.19,-2.19,5.44,0.02,0.02,-0.01,-5.35,-5.41,6.44,0.01,-0.00,0.01,-2.15,-3.50,8.97,-0.02,-0.02,0.00,-0.52,0.08,0.86,-0.31,0.00,-0.49,L
2.097,0,255,255,255,255,-7.86,0.82,6.04,0.00,0.01,0.00,-8.84,-2.86,3.64,-0.03,0.00,-0.02,-8.19,-2.13,5.40,0.01,0.02,-0.01,-5.34,-5.20,6.45,0.01,-0.00,0.01,-2.09,-3.44,8.96,-0.02,-0.01,0.01,-0.52,0.09,0.86,-0.12,0.12,-0.18,L
2.148,255,255,255,255,255,-7.75,0.85,6.04,-0.01,0.01,-0.00,-8.83,-2.87,3.67,-0.03,-0.00,-0.02,-8.19,-2.18,5.43,0.01,0.01,-0.01,-5.32,-5.29,6.48,0.01,0.00,0.00,-2.15,-3.44,8.95,-0.01,-0.01,0.01,-0.52,0.09,0.86,-0.24,0.00,-0.18,L
2.197,255,255,255,255,255,-7.87,0.80,6.03,-0.01,0.01,-0.00,-8.81,-2.91,3.61,-0.03,-0.00,-0.03,-8.17,-2.18,5.41,0.01,0.02,-0.01,-5.33,-5.29,6.39,0.01,0.00,0.00,-2.12,-3.53,8.95,-0.01,-0.01,0.00,-0.52,0.08,0.86,-0.06,0.00,-0.12,L
2.249,255,255,255,0,255,-7.87,0.84,6.07,-0.00,0.01,0.00,-8.84,-2.86,3.62,-0.03,-0.01,-0.02,-8.19,-2.24,5.46,0.02,0.02,-0.01,-5.39,-5.30,6.43,0.01,0.00,0.00,-2.11,-3.48,8.94,-0.02,-0.01,-0.00,-0.52,0.08,0.86,0.06,-0.18,-0.18,L
2.308,255,255,255,255,255,-7.97,0.82,6.05,0.00,0.00,-0.01,-8.85,-2.88,3.62,-0.02,0.00,-0.03,-8.19,-2.19,5.42,0.02,0.01,-0.01,-5.37,-5.33,6.46,0.01,-0.00,-0.00,-2.12,-3.50,8.97,-0.01,-0.01,0.00,-0.52,0.08,0.87,0.18,0.12,-0.43,L
2.356,255,255,255,255,255,-7.82,0.77,6.02,0.00,0.01,0.00,-8.83,-2.83,3.62,-0.02,0.01,-0.02,-8.15,-2.10,5.45,0.01,0.02,-0.01,-5.30,-5.30,6.45,-0.00,0.00,0.00,-2.08,-3.43,8.96,-0.02,-0.01,0.01,-0.52,0.08,0.86,-0.06,0.00,-0.24,L
2.404,255,255,255,255,255,-7.85,0.87,6.08,-0.01,0.02,-0.01,-8.89,-2.92,3.63,-0.03,-0.00,-0.02,-8.22,-2.17,5.43,0.02,0.02,-0.01,-5.29,-5.32,6.44,0.01,0.00,0.00,-2.06,-3.51,8.93,-0.01,-0.01,0.00,-0.52,0.09,0.86,-0.12,0.12,-0.24,L
